LINE,END_WORD
Ain't no denying baby you have changed,changed
"Cause now your high heels clicking, your lip gloss glisten",glisten
"Your hips start switching, you're pissed off, tripping",tripping
Cause even when we're kissing baby girl feel different,different
"Friends all diss him like, No he didn't",didnt
"No he didn't, is you talking about Kitten",Kitten
Is that bitch still stripping,stripping
Trying to get a pair of Christians,Christians
I swear to God that they got you going crazy,crazy
"But you play it off and say, How is work baby",baby
Well some of the models is too coked up to walk straight,straight
But seem to still love the man that they all hate,hate
But babe I call you back and say that you say that always,always
And kept me on the phone and demanded they all wait,wait
"See, she knew about all my lies the whole time",time
And my credit's so bad I can't get no one to cosign,cosign
I would've thought she would've bust in the door cryin',cryin
But she upped and left a nigga and she ain't give me no sign,sign
"Now, she back in the club in a tight dress",dress
With dreams of someday wearing a white dress,dress
"Seen with some lame, it's a miracle that she'd",shed
Talk to a nigga with a ten-year ago swag,swag
Plus I don't like none of her girlfriends,girlfriends
"Quote unquote, Cause her girlfriends got girlfriends",girlfriends
"On the phone, hollin' that niggas is whatever",whatever
Let's fly to Euro and make this the best summer ever,ever
"Now she heading to Rome, Rome is the home",home
Rome is where she act like she ain't got no fucking phone,phone
"I accept that I was wrong, except a nigga grown",grown
"So I can't bitch and moan, in a session gettin' stoned",stoned
So a nigga had to hop on a plane,plane
"A bus and a train, to try to come and talk and explain",explain
Rented the whole bottom floor for a candlelight dinner,dinner
Turned the lights out and put my candle right in her,her
"And told her, Even though I met you in a club in a tight dress",dress
At first sight I could picture you in a white dress,dress
"Thirty foot train, diamond from Lorraine",Lorraine
Just to make up for all the years and the pain,pain
"Family on both sides, I'm so glad you came",came
"Aunty couldn't make it, oh no that's a shame",shame
"Wedding in June, what could be better",better
"Let's fly to Euro, make this the best summer ever",ever
Take the very last car of the Eurostar,Eurostar
"Tell the conductor, Just drive so far",far
Told some of your friends and they wasn't excited,excited
Well we gon' tour the countryside and they won't be invited,invited
We will not be disturbed by the fussin' and fighting,fighting
Tell Peaches light the herb cause we just reunited,reunited
"Let's make a move from these herbs, go somewhere in private",private
I'm talking just me and you and the plane and the pilot,pilot
How could you be so,so
"Cold as the winter wind when it breeze, yo",yo
Just remember that you talking to me though,though
"You need to watch the way you talking to me, yo",yo
"I mean, after all the things that we been through",through
"I mean, after all the things we got into",into
"Ayo, I know of some things that you ain't told me",me
"Ayo, I did some things, but that's the old me",me
And now you wanna get me back,back
And you gonna show me,me
So you walk around like you don't know me,me
"You got a new friend, well, I got homies",homies
But in the end it's still so lonely,lonely
How could you be so Dr Evil,Evil
You bringing out a side of me that I don't know,know
"I decided we wasn't gonna speak, so",so
Why we up 3 AM on the phone,phone
Why do she be so mad at me for,for
"Homie, I don't know, she's hot and cold",cold
"I won't stop, won't mess my groove up",up
‘Cause I already know how this thing go,go
You run and tell your friends that you're leavin' me,me
They say that they don't see what you see in me,me
"You wait a couple of months, then you gonna see",see
You'll never find nobody better than me,me
You don't see just how wild the crowd is realize,realize
You don't see just how fly my style is realize,realize
I don't see why I need a stylist realize,realize
When I shop so much I can speak Italian realize,realize
I don't know I just want it better for my kids realize,realize
And I ain't saying we was from the projects realize,realize
But every time I wanna layaway or deposit realize,realize
"My dad'd say when you see clothes, close your eyelids realize",realize
We was sort of like Will Smith and his son realize,realize
In the movie -- I ain't talking 'bout the rich ones realize,realize
Cause every summer,summer
He'll get some brand new harebrained scheme to get rich from realize,realize
And I don't know what he did for dough realize,realize
But he'll send me back to school with a new wardrobe,wardrobe
When it feel like living's harder than dying realize,realize
For me giving up's way harder than trying realize,realize
Lauryn Hill said her heart was in Zion realize,realize
I wish her heart still was in rhyming realize,realize
"Cause who the kids gon' listen to, huh realize",realize
I guess me if it isn't you realize,realize
Last week I paid a visit to the institute realize,realize
They got the dropout keeping kids in the school realize,realize
I guess I cleaned up my act like Prince'd do realize,realize
"If not for pleasure, then at least for the principle realize",realize
"They got the CD, they got to see me realize",realize
Drop gems like I dropped out of PE realize,realize
They used to feel invisible realize,realize
Now they know they invincible,invincible
"I paid for them titties, get your own",own
"It ain't safe in the city, watch the throne",throne
She say I care more about them basquions,basquions
"Basquiats, she learning a new word, it's yacht",yacht
Blew the world up as soon as I hit the club with her,her
"Too Short called, told me I fell in love with her",her
"Seat by actors, ball players and drug dealers",dealers
And some lesbians that never loved niggas,niggas
"Twisted love story, True Romance",Romance
Mary Magdalene from a pole dance,dance
"I'm a freak, huh, rock star life",life
"The second girl with us, that's our wife",wife
"Hey boys and girls, I got a new riddle",riddle
Who's the new old perv that's tryna play second fiddle,fiddle
"No disrespect, I'm not tryna belittle",belittle
But my dick worth money I put Monie in the middle,middle
Where she at In the middle,middle
I'll never be picture-perfect Beyoncé,Beyoncé
Be light as Al B or black as Chauncey,Chauncey
Remember him from Blackstreet He was as black as the street was,was
I'll never be as laid back as this beat was,was
I never could see why people reach a,a
Fake-ass facade that they couldn't keep up,up
You see how I creeped up,up
You see how I played a big role in Chicago like Queen Latifah,Latifah
I'll never rock a mink coat in the wintertime like Killa Cam,Cam
Or rock some mink boots in the summertime like WillIAm,WillIAm
"Let me know if you feel it, man",man
Cause everything I'm not made me everything I am,am
And I'm back to tear it up,up
"Haters start your engines, I hear 'em gearing up",up
People talk so much shit about me at barbershops,barbershops
They forget to get their hair cut,cut
"Ok, fair enough, the streets is flaring up",up
"Cause they want gun talk, or I don't wear enough",enough
"Baggy clothes, Reeboks, or A-di-dos",A-di-dos
Can I add that he do spaz out at his shows,shows
So say goodbye to the NAACP award,award
Goodbye to the India Arie award,award
They'd rather give me the Nigga Please Award,Award
But I'll just take the I Got a Lot of Cheese Award,Award
I know that people wouldn't usually rap this,this
But I got the facts to back this,this
"Just last year, Chicago had over 600 caskets",caskets
"Man, killing's some wack shit",shit
"Oh, I forgot, 'cept for when niggas is rappin'",rappin
Do you know what it feel like when people is passin',passin
He got changed over his chains a block off Ashland,Ashland
"I need to talk to somebody, pastor",pastor
"The church want tithe, so I can't afford to pay",pay
"Pink slip on my door, cause I can't afford to stay",stay
"My fifteen seconds up, but I got more to say",say
"That's enough Mr West, please, no more today",today
You sweat her and I ain't talkin 'bout a Coogi,Coogi
You a Big L and I ain't talkin 'bout Cool J,J
"See me at the airport, at least twenty Louis",Louis
Treat me like the Prince and this my sweet brother Numpsay,Numpsay
Brother Numpsay groupies say I'm too choosy,choosy
Take em to the show and talk all through the movies,movies
"Says she want diamonds, I took her to Ruby Tuesdays",Tuesdays
"If we up in Fridays, I still have it my way",way
Y'all don't want no prob' from me,me
What you rappers could get is a job from me,me
Maybe you could be my intern and in turn,turn
I'll show you how I cook up summer in the winter,winter
"Aaron love the raw dog, when will he learn",learn
"Caught something on the Usher tour, he had to let it burn",burn
Plus he already got three children,children
Arguin' over babysitters like bitch it's yo turn,turn
"Damn Ye it'd be stupid to diss you
Even your superficial raps is super-official",super-official
